,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
1158,2020,4.707,SP.DYN.CDRT.IN,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
1159,2016,6.4,SP.DYN.CDRT.IN,IRL,Ireland,Europe & Central Asia,High income,Not classified
1160,2017,6.3,SP.DYN.CDRT.IN,IRL,Ireland,Europe & Central Asia,High income,Not classified
1161,2018,6.4,SP.DYN.CDRT.IN,IRL,Ireland,Europe & Central Asia,High income,Not classified
1162,2019,6.3,SP.DYN.CDRT.IN,IRL,Ireland,Europe & Central Asia,High income,Not classified
1163,2020,6.4,SP.DYN.CDRT.IN,IRL,Ireland,Europe & Central Asia,High income,Not classified
1164,2016,5.2,SP.DYN.CDRT.IN,ISR,Israel,Middle East & North Africa,High income,Not classified
1165,2017,5.2,SP.DYN.CDRT.IN,ISR,Israel,Middle East & North Africa,High income,Not classified
1166,2018,5.0,SP.DYN.CDRT.IN,ISR,Israel,Middle East & North Africa,High income,Not classified
1167,2019,5.1,SP.DYN.CDRT.IN,ISR,Israel,Middle East & North Africa,High income,Not classified
1168,2020,5.3,SP.DYN.CDRT.IN,ISR,Israel,Middle East & North Africa,High income,Not classified
1169,2016,10.1,SP.DYN.CDRT.IN,ITA,Italy,Europe & Central Asia,High income,Not classified
1170,2017,10.7,SP.DYN.CDRT.IN,ITA,Italy,Europe & Central Asia,High income,Not classified
1171,2018,10.5,SP.DYN.CDRT.IN,ITA,Italy,Europe & Central Asia,High income,Not classified
1172,2019,10.6,SP.DYN.CDRT.IN,ITA,Italy,Europe & Central Asia,High income,Not classified
1173,2020,12.6,SP.DYN.CDRT.IN,ITA,Italy,Europe & Central Asia,High income,Not classified
1174,2016,7.542,SP.DYN.CDRT.IN,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1175,2017,7.558,SP.DYN.CDRT.IN,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1176,2018,7.573,SP.DYN.CDRT.IN,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1177,2019,7.591,SP.DYN.CDRT.IN,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1178,2020,7.612,SP.DYN.CDRT.IN,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1179,2016,10.5,SP.DYN.CDRT.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
1180,2017,10.8,SP.DYN.CDRT.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
1181,2018,11.0,SP.DYN.CDRT.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
1182,2019,11.0,SP.DYN.CDRT.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
1183,2020,11.1,SP.DYN.CDRT.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
1184,2016,3.826,SP.DYN.CDRT.IN,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
1185,2017,3.843,SP.DYN.CDRT.IN,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
1186,2018,3.864,SP.DYN.CDRT.IN,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
1187,2019,3.8890000000000002,SP.DYN.CDRT.IN,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
1188,2020,3.916,SP.DYN.CDRT.IN,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
1189,2016,7.37,SP.DYN.CDRT.IN,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
1190,2017,7.15,SP.DYN.CDRT.IN,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
1191,2018,7.14,SP.DYN.CDRT.IN,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
1192,2019,7.19,SP.DYN.CDRT.IN,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
1193,2020,8.6,SP.DYN.CDRT.IN,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
1194,2016,5.734,SP.DYN.CDRT.IN,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
1195,2017,5.582,SP.DYN.CDRT.IN,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
1196,2018,5.469,SP.DYN.CDRT.IN,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
1197,2019,5.393,SP.DYN.CDRT.IN,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
1198,2020,5.345,SP.DYN.CDRT.IN,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
1199,2016,6.481,SP.DYN.CDRT.IN,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
1200,2017,6.396,SP.DYN.CDRT.IN,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
1201,2018,6.329,SP.DYN.CDRT.IN,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
1202,2019,6.28,SP.DYN.CDRT.IN,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
1203,2020,6.251,SP.DYN.CDRT.IN,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
1204,2016,8.856,SP.DYN.CDRT.IN,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
1205,2017,8.97,SP.DYN.CDRT.IN,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
1206,2018,9.088,SP.DYN.CDRT.IN,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
1207,2019,9.205,SP.DYN.CDRT.IN,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
1208,2020,9.315,SP.DYN.CDRT.IN,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
1209,2016,5.5,SP.DYN.CDRT.IN,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
1210,2017,5.6,SP.DYN.CDRT.IN,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
1211,2018,5.8,SP.DYN.CDRT.IN,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
1212,2019,5.7,SP.DYN.CDRT.IN,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
1213,2020,5.9,SP.DYN.CDRT.IN,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
1214,2016,7.0,SP.DYN.CDRT.IN,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
1215,2017,6.9,SP.DYN.CDRT.IN,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
1216,2018,6.9,SP.DYN.CDRT.IN,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
1217,2019,6.8,SP.DYN.CDRT.IN,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
1218,2020,8.0,SP.DYN.CDRT.IN,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
1219,2016,2.518,SP.DYN.CDRT.IN,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1220,2017,2.601,SP.DYN.CDRT.IN,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1221,2018,2.696,SP.DYN.CDRT.IN,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1222,2019,2.802,SP.DYN.CDRT.IN,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1223,2020,2.919,SP.DYN.CDRT.IN,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1224,2016,5.5,SP.DYN.CDRT.IN,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1225,2017,5.4,SP.DYN.CDRT.IN,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1226,2018,5.2,SP.DYN.CDRT.IN,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1227,2019,5.2,SP.DYN.CDRT.IN,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1228,2020,6.1,SP.DYN.CDRT.IN,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1229,2016,6.593,SP.DYN.CDRT.IN,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1230,2017,6.508,SP.DYN.CDRT.IN,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1231,2018,6.434,SP.DYN.CDRT.IN,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1232,2019,6.371,SP.DYN.CDRT.IN,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1233,2020,6.317,SP.DYN.CDRT.IN,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1234,2016,14.6,SP.DYN.CDRT.IN,LVA,Latvia,Europe & Central Asia,High income,Not classified
1235,2017,14.8,SP.DYN.CDRT.IN,LVA,Latvia,Europe & Central Asia,High income,Not classified
1236,2018,15.0,SP.DYN.CDRT.IN,LVA,Latvia,Europe & Central Asia,High income,Not classified
1237,2019,14.5,SP.DYN.CDRT.IN,LVA,Latvia,Europe & Central Asia,High income,Not classified
1238,2020,15.2,SP.DYN.CDRT.IN,LVA,Latvia,Europe & Central Asia,High income,Not classified
1239,2016,4.181,SP.DYN.CDRT.IN,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
1240,2017,4.263,SP.DYN.CDRT.IN,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
1241,2018,4.356,SP.DYN.CDRT.IN,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
1242,2019,4.457,SP.DYN.CDRT.IN,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
1243,2020,4.566,SP.DYN.CDRT.IN,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
1244,2016,15.157,SP.DYN.CDRT.IN,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
1245,2017,14.656,SP.DYN.CDRT.IN,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
1246,2018,14.246,SP.DYN.CDRT.IN,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
1247,2019,13.926,SP.DYN.CDRT.IN,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
1248,2020,13.689,SP.DYN.CDRT.IN,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
1249,2016,7.957,SP.DYN.CDRT.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
1250,2017,7.729,SP.DYN.CDRT.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
1251,2018,7.538,SP.DYN.CDRT.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
1252,2019,7.381,SP.DYN.CDRT.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
1253,2020,7.257,SP.DYN.CDRT.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
1254,2016,5.108,SP.DYN.CDRT.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1255,2017,5.099,SP.DYN.CDRT.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1256,2018,5.095,SP.DYN.CDRT.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1257,2019,5.101,SP.DYN.CDRT.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1258,2020,5.119,SP.DYN.CDRT.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1259,2016,7.2,SP.DYN.CDRT.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
1260,2017,6.6,SP.DYN.CDRT.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
1261,2018,7.2,SP.DYN.CDRT.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
1262,2019,6.8,SP.DYN.CDRT.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
1263,2020,8.2,SP.DYN.CDRT.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
1264,2016,14.3,SP.DYN.CDRT.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1265,2017,14.2,SP.DYN.CDRT.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1266,2018,14.1,SP.DYN.CDRT.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1267,2019,13.7,SP.DYN.CDRT.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1268,2020,15.6,SP.DYN.CDRT.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1269,2016,6.8,SP.DYN.CDRT.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1270,2017,7.1,SP.DYN.CDRT.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1271,2018,7.1,SP.DYN.CDRT.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1272,2019,6.9,SP.DYN.CDRT.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1273,2020,7.3,SP.DYN.CDRT.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1274,2016,3.8,SP.DYN.CDRT.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
1275,2017,3.866,SP.DYN.CDRT.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
1276,2018,3.939,SP.DYN.CDRT.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
1277,2019,4.018,SP.DYN.CDRT.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
1278,2020,4.102,SP.DYN.CDRT.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
1279,2016,6.324,SP.DYN.CDRT.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1280,2017,6.185,SP.DYN.CDRT.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1281,2018,6.055,SP.DYN.CDRT.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1282,2019,5.933,SP.DYN.CDRT.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1283,2020,5.819,SP.DYN.CDRT.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1284,2016,7.074,SP.DYN.CDRT.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1285,2017,6.811,SP.DYN.CDRT.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1286,2018,6.5969999999999995,SP.DYN.CDRT.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1287,2019,6.418,SP.DYN.CDRT.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1288,2020,6.26,SP.DYN.CDRT.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1289,2016,4.942,SP.DYN.CDRT.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1290,2017,5.014,SP.DYN.CDRT.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1291,2018,5.09,SP.DYN.CDRT.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1292,2019,5.17,SP.DYN.CDRT.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1293,2020,5.254,SP.DYN.CDRT.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1294,2016,2.965,SP.DYN.CDRT.IN,MDV,Maldives,South Asia,Upper middle income,IDA
1295,2017,2.883,SP.DYN.CDRT.IN,MDV,Maldives,South Asia,Upper middle income,IDA
1296,2018,2.814,SP.DYN.CDRT.IN,MDV,Maldives,South Asia,Upper middle income,IDA
1297,2019,2.7640000000000002,SP.DYN.CDRT.IN,MDV,Maldives,South Asia,Upper middle income,IDA
1298,2020,2.734,SP.DYN.CDRT.IN,MDV,Maldives,South Asia,Upper middle income,IDA
1299,2016,10.307,SP.DYN.CDRT.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
1300,2017,9.984,SP.DYN.CDRT.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
1301,2018,9.686,SP.DYN.CDRT.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
1302,2019,9.412,SP.DYN.CDRT.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
1303,2020,9.163,SP.DYN.CDRT.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
1304,2016,7.3,SP.DYN.CDRT.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
1305,2017,7.6,SP.DYN.CDRT.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
1306,2018,7.6,SP.DYN.CDRT.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
1307,2019,7.3,SP.DYN.CDRT.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
1308,2020,7.9,SP.DYN.CDRT.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
1309,2016,7.468,SP.DYN.CDRT.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1310,2017,7.339,SP.DYN.CDRT.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1311,2018,7.222,SP.DYN.CDRT.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1312,2019,7.118,SP.DYN.CDRT.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1313,2020,7.026,SP.DYN.CDRT.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1314,2016,8.1,SP.DYN.CDRT.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1315,2017,8.0,SP.DYN.CDRT.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1316,2018,8.5,SP.DYN.CDRT.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1317,2019,8.8,SP.DYN.CDRT.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1318,2020,8.7,SP.DYN.CDRT.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1319,2016,5.851,SP.DYN.CDRT.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1320,2017,5.933,SP.DYN.CDRT.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1321,2018,6.01,SP.DYN.CDRT.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1322,2019,6.082,SP.DYN.CDRT.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1323,2020,6.15,SP.DYN.CDRT.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1324,2016,6.526,SP.DYN.CDRT.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
1325,2017,6.534,SP.DYN.CDRT.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
1326,2018,6.564,SP.DYN.CDRT.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
1327,2019,6.615,SP.DYN.CDRT.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
1328,2020,6.681,SP.DYN.CDRT.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
1329,2016,11.452,SP.DYN.CDRT.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1330,2017,11.528,SP.DYN.CDRT.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1331,2018,11.61,SP.DYN.CDRT.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1332,2019,11.694,SP.DYN.CDRT.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1333,2020,11.776,SP.DYN.CDRT.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1334,2016,7.9,SP.DYN.CDRT.IN,MCO,Monaco,Europe & Central Asia,High income,Not classified
1335,2018,6.6,SP.DYN.CDRT.IN,MCO,Monaco,Europe & Central Asia,High income,Not classified
1336,2016,6.286,SP.DYN.CDRT.IN,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1337,2017,6.299,SP.DYN.CDRT.IN,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1338,2018,6.316,SP.DYN.CDRT.IN,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1339,2019,6.335,SP.DYN.CDRT.IN,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1340,2020,6.354,SP.DYN.CDRT.IN,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1341,2016,10.4,SP.DYN.CDRT.IN,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1342,2017,10.5,SP.DYN.CDRT.IN,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1343,2018,10.5,SP.DYN.CDRT.IN,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1344,2019,10.6,SP.DYN.CDRT.IN,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1345,2020,11.7,SP.DYN.CDRT.IN,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1346,2016,5.093,SP.DYN.CDRT.IN,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1347,2017,5.072,SP.DYN.CDRT.IN,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1348,2018,5.06,SP.DYN.CDRT.IN,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1349,2019,5.057,SP.DYN.CDRT.IN,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1350,2020,5.064,SP.DYN.CDRT.IN,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1351,2016,9.463,SP.DYN.CDRT.IN,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1352,2017,8.964,SP.DYN.CDRT.IN,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1353,2018,8.544,SP.DYN.CDRT.IN,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1354,2019,8.208,SP.DYN.CDRT.IN,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1355,2020,7.9510000000000005,SP.DYN.CDRT.IN,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1356,2016,8.238,SP.DYN.CDRT.IN,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1357,2017,8.206,SP.DYN.CDRT.IN,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1358,2018,8.199,SP.DYN.CDRT.IN,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1359,2019,8.215,SP.DYN.CDRT.IN,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1360,2020,8.253,SP.DYN.CDRT.IN,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1361,2016,8.423,SP.DYN.CDRT.IN,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1362,2017,8.23,SP.DYN.CDRT.IN,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1363,2018,8.057,SP.DYN.CDRT.IN,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1364,2019,7.894,SP.DYN.CDRT.IN,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1365,2020,7.732,SP.DYN.CDRT.IN,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1366,2016,6.451,SP.DYN.CDRT.IN,NPL,Nepal,South Asia,Lower middle income,IDA
1367,2017,6.404,SP.DYN.CDRT.IN,NPL,Nepal,South Asia,Lower middle income,IDA
1368,2018,6.361,SP.DYN.CDRT.IN,NPL,Nepal,South Asia,Lower middle income,IDA
1369,2019,6.322,SP.DYN.CDRT.IN,NPL,Nepal,South Asia,Lower middle income,IDA
1370,2020,6.288,SP.DYN.CDRT.IN,NPL,Nepal,South Asia,Lower middle income,IDA
1371,2016,8.7,SP.DYN.CDRT.IN,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1372,2017,8.8,SP.DYN.CDRT.IN,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1373,2018,8.9,SP.DYN.CDRT.IN,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1374,2019,8.8,SP.DYN.CDRT.IN,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1375,2020,9.7,SP.DYN.CDRT.IN,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1376,2016,5.7,SP.DYN.CDRT.IN,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
1377,2017,5.5,SP.DYN.CDRT.IN,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
1378,2018,5.8,SP.DYN.CDRT.IN,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
1379,2019,5.8,SP.DYN.CDRT.IN,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
1380,2020,5.921,SP.DYN.CDRT.IN,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
1381,2016,6.61,SP.DYN.CDRT.IN,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1382,2017,6.92,SP.DYN.CDRT.IN,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1383,2018,6.78,SP.DYN.CDRT.IN,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1384,2019,6.87,SP.DYN.CDRT.IN,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1385,2020,6.41,SP.DYN.CDRT.IN,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1386,2016,5.039,SP.DYN.CDRT.IN,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
1387,2017,5.049,SP.DYN.CDRT.IN,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
1388,2018,5.061,SP.DYN.CDRT.IN,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
1389,2019,5.075,SP.DYN.CDRT.IN,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
1390,2020,5.091,SP.DYN.CDRT.IN,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
1391,2016,8.82,SP.DYN.CDRT.IN,NER,Niger,Sub-Saharan Africa ,Low income,IDA
1392,2017,8.529,SP.DYN.CDRT.IN,NER,Niger,Sub-Saharan Africa ,Low income,IDA
1393,2018,8.268,SP.DYN.CDRT.IN,NER,Niger,Sub-Saharan Africa ,Low income,IDA
1394,2019,8.033,SP.DYN.CDRT.IN,NER,Niger,Sub-Saharan Africa ,Low income,IDA
1395,2020,7.817,SP.DYN.CDRT.IN,NER,Niger,Sub-Saharan Africa ,Low income,IDA
1396,2016,12.39,SP.DYN.CDRT.IN,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
1397,2017,12.114,SP.DYN.CDRT.IN,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
1398,2018,11.86,SP.DYN.CDRT.IN,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
1399,2019,11.63,SP.DYN.CDRT.IN,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
1400,2020,11.422,SP.DYN.CDRT.IN,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
1401,2016,9.8533647931,SP.DYN.CDRT.IN,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
1402,2017,9.8,SP.DYN.CDRT.IN,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
1403,2018,9.5,SP.DYN.CDRT.IN,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
1404,2019,9.8,SP.DYN.CDRT.IN,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
1405,2020,12.4,SP.DYN.CDRT.IN,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
1406,2019,4.0,SP.DYN.CDRT.IN,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
